case_id,denomination,security_thread,watermark,serial_valid,brightness,blur,risk_label
CC-00182,200,False,False,True,0.503,0.808,1
CC-00183,2000,True,False,True,0.658,0.698,0
CC-00184,100,True,True,True,0.354,0.768,1
CC-00185,500,True,False,True,0.716,0.66,0
CC-00186,100,True,True,False,0.731,0.554,1
CC-00187,200,True,True,False,0.598,0.184,0
CC-00188,100,False,True,True,0.738,0.817,0
CC-00189,100,True,True,True,0.642,0.928,1
CC-00190,500,False,True,True,0.35,0.685,1
CC-00191,500,True,True,True,0.679,0.158,0
CC-00192,2000,False,True,True,0.741,0.048,0
CC-00193,200,True,True,True,0.557,0.201,0
CC-00194,100,False,False,True,0.355,0.807,0
CC-00195,2000,True,True,True,0.471,0.877,0
CC-00196,2000,True,False,True,0.779,0.574,0
CC-00197,100,True,True,True,0.529,0.016,0
CC-00198,500,False,True,False,0.418,0.069,0
CC-00199,200,True,True,True,0.537,0.696,1
CC-00200,200,False,True,True,0.77,0.587,0
CC-00201,200,True,True,True,0.617,0.155,0
CC-00202,2000,True,False,True,0.649,0.577,0
CC-00203,2000,False,True,True,0.43,0.973,1
CC-00204,200,False,True,True,0.538,0.422,1
CC-00205,100,False,True,True,0.555,0.752,0
CC-00206,500,True,True,True,0.666,0.464,0
CC-00207,100,True,True,False,0.485,0.578,1
CC-00208,100,True,False,True,0.527,0.909,1
CC-00209,500,True,False,True,0.463,0.117,1
CC-00210,100,True,True,True,0.474,0.795,0
CC-00211,200,False,True,True,0.325,0.176,0
CC-00212,100,True,True,True,0.79,0.193,0
CC-00213,200,True,False,True,0.539,0.271,0
CC-00214,100,False,True,False,0.309,0.64,0
CC-00215,500,False,True,True,0.354,0.088,0
CC-00216,2000,True,True,True,0.772,0.417,1
CC-00217,100,True,True,True,0.627,0.679,1
CC-00218,200,False,True,True,0.57,0.984,0
CC-00219,500,True,True,True,0.648,0.0,0
CC-00220,500,False,True,True,0.629,0.589,0
CC-00221,500,True,True,True,0.625,0.603,0
CC-00222,500,True,True,True,0.444,0.146,0
CC-00223,500,True,False,True,0.589,0.34,0
CC-00224,500,True,True,True,0.475,0.856,1
CC-00225,200,True,True,True,0.367,0.724,0
CC-00226,100,True,True,True,0.552,0.91,1
CC-00227,500,True,True,True,0.538,0.564,1
CC-00228,200,True,True,True,0.309,0.97,0
CC-00229,2000,True,True,True,0.425,0.14,0
CC-00230,500,True,False,True,0.684,0.784,0
CC-00231,2000,False,True,True,0.748,0.118,0
CC-00232,2000,True,True,True,0.747,0.282,0
CC-00233,500,True,True,False,0.354,0.48,0
CC-00234,500,True,False,True,0.71,0.916,1
CC-00235,200,True,False,True,0.431,0.455,0
CC-00236,100,False,True,True,0.31,0.107,0
CC-00237,2000,True,True,True,0.754,0.818,0
CC-00238,2000,True,True,False,0.559,0.507,0
CC-00239,2000,True,True,True,0.709,0.629,1
CC-00240,200,False,True,True,0.71,0.965,1
CC-00241,200,True,False,True,0.516,0.372,0
CC-00242,2000,True,True,True,0.382,0.899,0
CC-00243,500,True,True,True,0.795,0.027,0
CC-00244,200,True,True,True,0.492,0.213,0
CC-00245,200,True,True,True,0.765,0.486,0
CC-00246,200,False,True,False,0.769,0.922,0
CC-00247,500,True,True,True,0.459,0.708,0
CC-00248,100,True,True,True,0.303,0.938,0
CC-00249,200,True,True,True,0.655,0.386,0
CC-00250,100,False,True,True,0.759,0.356,0
CC-00251,200,True,True,True,0.371,0.664,0
CC-00252,100,True,True,True,0.44,0.674,1
CC-00253,500,True,True,True,0.4,0.501,1
CC-00254,2000,True,True,True,0.63,0.228,0
CC-00255,500,True,False,True,0.756,0.091,0
CC-00256,100,True,True,True,0.55,0.569,1
CC-00257,200,False,False,True,0.737,0.667,0
CC-00258,500,True,True,True,0.729,0.733,0
CC-00259,500,True,True,True,0.727,0.662,1
CC-00260,200,True,True,True,0.575,0.556,1
CC-00261,200,False,True,False,0.778,0.65,1
CC-00262,200,True,True,True,0.443,0.002,0
CC-00263,2000,False,True,True,0.796,0.523,1
CC-00264,200,True,False,True,0.644,0.616,0
CC-00265,500,True,False,True,0.576,0.628,1
CC-00266,100,True,True,True,0.751,0.588,0
CC-00267,2000,True,True,True,0.617,0.441,0
CC-00268,200,True,True,True,0.332,0.907,0
CC-00269,200,True,True,True,0.528,0.819,0
CC-00270,2000,True,True,True,0.381,0.623,1
CC-00271,500,False,False,True,0.374,0.195,0
CC-00272,200,False,True,True,0.483,0.06,0
CC-00273,200,True,True,False,0.624,0.279,0
CC-00274,500,True,False,False,0.338,0.308,0
CC-00275,2000,True,False,True,0.41,0.002,0
CC-00276,2000,False,True,True,0.494,0.708,1
CC-00277,2000,True,True,False,0.661,0.224,0
CC-00278,200,True,False,True,0.661,0.965,1
CC-00279,200,False,True,True,0.461,0.012,1
CC-00280,500,True,True,False,0.501,0.096,1
CC-00281,500,True,True,True,0.615,0.259,1
CC-00282,200,True,True,True,0.385,0.817,0
CC-00283,200,False,False,True,0.413,0.29,1
CC-00284,100,True,False,True,0.54,0.05,1
CC-00285,500,True,True,True,0.575,0.061,0
CC-00286,2000,True,True,True,0.353,0.661,0
CC-00287,2000,False,True,True,0.696,0.048,1
CC-00288,500,True,True,True,0.74,0.506,0
CC-00289,100,True,True,True,0.434,0.599,0
CC-00290,100,False,True,False,0.799,0.69,1
CC-00291,500,False,True,True,0.406,0.96,0
CC-00292,200,True,True,True,0.512,0.302,0
CC-00293,100,True,True,True,0.391,0.395,1
CC-00294,2000,True,True,True,0.461,0.162,0
CC-00295,500,True,True,True,0.678,0.343,0
CC-00296,100,True,True,False,0.394,0.421,1
CC-00297,200,True,True,False,0.401,0.208,0
CC-00298,200,True,True,True,0.415,0.187,1
CC-00299,100,False,True,True,0.558,0.475,0
CC-00300,2000,True,False,True,0.579,0.892,0
CC-00301,500,False,True,False,0.603,0.764,0
CC-00302,500,True,True,True,0.637,0.703,1
CC-00303,100,False,True,True,0.668,0.37,1
CC-00304,100,True,True,True,0.713,0.732,0
CC-00305,200,True,True,True,0.493,0.936,1
CC-00306,2000,True,True,True,0.501,0.682,1
CC-00307,500,True,False,False,0.424,0.265,1
CC-00308,500,True,False,True,0.378,0.857,0
CC-00309,2000,False,True,True,0.415,0.898,1
CC-00310,500,True,True,False,0.445,0.849,0
CC-00311,500,True,True,True,0.401,0.009,0
CC-00312,100,True,True,True,0.792,0.569,0
CC-00313,500,True,True,False,0.623,0.775,0
CC-00314,2000,True,True,True,0.468,0.501,0
CC-00315,200,False,False,True,0.399,0.881,0
CC-00316,200,True,True,True,0.366,0.189,0
CC-00317,500,True,True,True,0.445,0.186,1
CC-00318,2000,True,False,False,0.723,0.758,0
CC-00319,200,False,False,True,0.339,0.31,1
CC-00320,2000,True,True,True,0.301,0.913,0
CC-00321,2000,True,True,True,0.55,0.161,0
CC-00322,100,True,True,False,0.457,0.697,0
CC-00323,200,False,True,False,0.636,0.617,1
CC-00324,500,True,True,True,0.755,0.624,0
CC-00325,2000,True,False,True,0.666,0.911,0
CC-00326,200,True,True,False,0.391,0.557,0
CC-00327,100,True,True,True,0.688,0.227,0
CC-00328,500,True,True,True,0.555,0.09,0
CC-00329,2000,True,False,False,0.613,0.517,0
CC-00330,2000,True,False,False,0.455,0.322,0
CC-00331,200,True,True,True,0.326,0.225,0
CC-00332,200,True,True,True,0.303,0.468,1
CC-00333,200,True,True,True,0.568,0.391,1
CC-00334,100,True,True,True,0.347,0.079,1
CC-00335,500,False,False,True,0.619,0.2,0
CC-00336,100,True,False,True,0.704,0.958,0
CC-00337,2000,True,True,True,0.767,0.718,0
CC-00338,500,True,False,True,0.338,0.36,0
CC-00339,500,True,False,True,0.702,0.061,0
CC-00340,200,False,True,False,0.571,0.883,0
CC-00341,2000,False,True,True,0.701,0.55,1
CC-00342,500,True,True,True,0.411,0.575,0
CC-00343,200,False,True,False,0.317,0.402,1
CC-00344,100,True,False,False,0.586,0.372,0
CC-00345,100,True,False,True,0.778,0.066,1
CC-00346,500,True,False,False,0.56,0.685,0
CC-00347,200,True,True,False,0.427,0.798,1
CC-00348,500,True,False,True,0.445,0.181,0
CC-00349,200,True,True,True,0.536,0.725,1
CC-00350,500,True,True,True,0.441,0.722,0
CC-00351,100,True,True,True,0.6,0.712,0
CC-00352,2000,True,True,True,0.355,0.191,1
CC-00353,500,False,True,False,0.521,0.721,1
CC-00354,100,True,True,True,0.55,0.171,0
CC-00355,100,False,True,True,0.546,0.983,0
CC-00356,100,True,True,False,0.371,0.647,1
CC-00357,2000,False,False,True,0.537,0.923,1
CC-00358,100,True,True,True,0.515,0.878,1
CC-00359,2000,True,True,False,0.358,0.127,0
CC-00360,2000,True,True,True,0.424,0.082,1
CC-00361,200,True,True,True,0.694,0.589,1
CC-00362,2000,True,True,True,0.72,0.686,1
CC-00363,200,True,True,True,0.778,0.523,0
CC-00364,100,False,True,True,0.661,0.979,0
CC-00365,100,True,False,True,0.485,0.541,0
CC-00366,500,True,True,False,0.467,0.745,0
CC-00367,200,True,True,True,0.342,0.773,0
CC-00368,2000,False,True,True,0.549,0.823,1
CC-00369,2000,True,False,False,0.494,0.237,1
CC-00370,100,True,False,True,0.372,0.778,0
CC-00371,500,True,True,True,0.392,0.11,1
CC-00372,500,True,False,True,0.736,0.247,0
CC-00373,100,False,False,True,0.386,0.838,0
CC-00374,500,True,True,True,0.663,0.847,0
CC-00375,100,True,True,False,0.39,0.586,1
CC-00376,100,True,True,True,0.413,0.297,0
CC-00377,500,True,True,True,0.306,0.311,0
CC-00378,500,False,False,True,0.35,0.069,0
CC-00379,500,True,True,True,0.499,0.871,0
CC-00380,200,True,True,True,0.369,0.877,1
CC-00381,100,True,False,True,0.55,0.045,1
CC-00382,500,True,False,False,0.718,0.733,0
CC-00383,100,False,True,True,0.447,0.728,1
CC-00384,200,False,True,True,0.559,0.806,0
CC-00385,100,True,True,False,0.778,0.668,0
CC-00386,500,True,False,False,0.33,0.381,0
CC-00387,100,True,True,False,0.725,0.782,1
CC-00388,100,True,False,True,0.376,0.033,0
CC-00389,200,True,True,True,0.671,0.26,1
CC-00390,2000,True,True,True,0.434,0.567,1
CC-00391,500,True,True,False,0.363,0.713,0
CC-00392,200,False,True,True,0.649,0.825,0
CC-00393,2000,True,True,True,0.431,0.011,0
CC-00394,500,False,False,False,0.579,0.795,0
CC-00395,500,True,False,False,0.771,0.94,0
CC-00396,100,True,True,True,0.711,0.355,0
CC-00397,200,True,True,True,0.66,0.835,1
CC-00398,100,True,True,True,0.649,0.789,1
CC-00399,200,True,True,True,0.638,0.954,0
CC-00400,100,True,True,True,0.484,0.77,1
CC-00401,500,False,False,True,0.594,0.352,1
CC-00402,100,True,True,True,0.667,0.847,0
CC-00403,500,False,True,False,0.79,0.517,1
CC-00404,2000,False,True,True,0.439,0.71,1
CC-00405,100,True,False,True,0.324,0.107,0
CC-00406,100,False,True,True,0.541,0.161,0
CC-00407,100,True,True,True,0.696,0.842,1
CC-00408,500,True,True,False,0.677,0.681,0
CC-00409,500,False,True,True,0.788,0.766,0
CC-00410,100,True,True,True,0.464,0.926,0
CC-00411,100,True,False,True,0.78,0.032,1
CC-00412,500,False,False,True,0.771,0.184,1
CC-00413,100,False,True,True,0.688,0.709,1
CC-00414,2000,True,True,True,0.719,0.477,0
CC-00415,500,True,True,True,0.541,0.487,1
CC-00416,200,True,False,True,0.733,0.481,1
CC-00417,200,True,True,True,0.34,0.549,1
CC-00418,2000,True,True,True,0.779,0.226,0
CC-00419,500,True,True,True,0.439,0.373,0
CC-00420,100,False,True,True,0.74,0.558,1
CC-00421,2000,True,False,True,0.361,0.93,0
CC-00422,2000,False,True,True,0.453,0.696,0
CC-00423,100,False,True,True,0.325,0.313,0
CC-00424,200,False,True,False,0.794,0.725,0
CC-00425,2000,True,False,True,0.765,0.791,0
CC-00426,200,False,False,False,0.633,0.808,0
CC-00427,500,True,True,True,0.408,0.125,1
CC-00428,200,True,True,True,0.481,0.993,0
CC-00429,500,True,True,False,0.509,0.442,0
CC-00430,500,True,False,False,0.532,0.44,0
CC-00431,100,True,True,True,0.434,0.656,0
CC-00432,200,True,False,False,0.558,0.787,1
CC-00433,200,False,True,True,0.625,0.242,1
CC-00434,200,True,True,True,0.346,0.697,0
CC-00435,500,True,True,True,0.708,0.103,1
CC-00436,100,True,True,False,0.74,0.524,1
CC-00437,100,True,True,True,0.328,0.314,0
CC-00438,2000,True,True,True,0.634,0.085,0
CC-00439,500,True,False,True,0.698,0.185,0
CC-00440,500,True,True,True,0.583,0.457,1
CC-00441,200,True,True,True,0.335,0.433,0
CC-00442,500,True,True,True,0.468,0.353,0
CC-00443,500,True,False,True,0.341,0.02,1
CC-00444,500,True,True,True,0.747,0.715,0
CC-00445,200,True,False,True,0.448,0.924,1
CC-00446,2000,True,True,True,0.643,0.662,0
CC-00447,2000,False,True,True,0.321,0.936,0
CC-00448,500,True,True,True,0.383,0.927,0
CC-00449,2000,False,True,True,0.308,0.4,0
CC-00450,200,True,False,True,0.522,0.2,1
CC-00451,2000,True,False,True,0.303,0.598,0
CC-00452,200,True,True,False,0.456,0.967,0
CC-00453,200,True,True,True,0.729,0.629,1
CC-00454,500,False,False,True,0.553,0.712,0
CC-00455,500,True,True,True,0.752,0.43,1
CC-00456,500,True,False,False,0.409,0.673,0
CC-00457,2000,False,True,True,0.726,0.317,0
CC-00458,100,False,True,True,0.579,0.891,1
CC-00459,100,False,True,True,0.459,0.551,0
CC-00460,200,False,True,False,0.599,0.559,0
CC-00461,2000,True,False,True,0.679,0.869,0
CC-00462,500,True,False,True,0.529,0.022,0
CC-00463,100,True,True,True,0.65,0.775,0
CC-00464,200,True,False,True,0.758,0.796,1
CC-00465,2000,True,True,False,0.556,0.188,0
CC-00466,100,True,True,True,0.714,0.288,0
CC-00467,100,True,True,False,0.552,0.541,1
CC-00468,100,True,False,True,0.604,0.799,1
CC-00469,100,True,True,True,0.56,0.817,0
CC-00470,200,True,True,True,0.343,0.14,1
CC-00471,500,True,False,True,0.454,0.795,0
CC-00472,500,True,True,False,0.564,0.116,0
CC-00473,100,False,True,False,0.661,0.815,0
CC-00474,2000,False,True,True,0.702,0.911,0
CC-00475,100,False,True,False,0.37,0.594,1
CC-00476,100,True,True,True,0.65,0.705,0
CC-00477,100,True,True,True,0.527,0.86,1
CC-00478,500,True,False,True,0.683,0.326,0
CC-00479,100,True,True,False,0.422,0.279,0
CC-00480,500,True,True,False,0.493,0.207,0
CC-00481,2000,True,True,True,0.426,0.108,0
CC-00482,100,True,True,True,0.426,0.195,0
CC-00483,200,True,False,False,0.785,0.161,0
CC-00484,100,False,False,True,0.478,0.809,0
CC-00485,200,True,True,True,0.522,0.483,1
CC-00486,2000,False,False,True,0.332,0.131,0
CC-00487,2000,True,True,True,0.3,0.375,1
CC-00488,200,True,True,True,0.315,0.762,0
CC-00489,2000,True,True,True,0.391,0.509,0
CC-00490,100,True,True,True,0.605,0.763,0
CC-00491,100,False,True,True,0.384,0.642,0
CC-00492,500,True,True,True,0.376,0.512,0
CC-00493,2000,False,True,False,0.728,0.444,0
CC-00494,500,True,True,True,0.427,0.727,1
CC-00495,2000,False,True,True,0.777,0.554,1
CC-00496,500,False,True,True,0.393,0.917,1
CC-00497,200,True,True,True,0.629,0.774,0
CC-00498,2000,True,True,True,0.614,0.397,1
CC-00499,500,True,False,True,0.686,0.769,1
CC-00500,100,True,True,False,0.579,0.796,0
CC-00501,2000,True,True,True,0.723,0.669,1
CC-00502,2000,True,True,True,0.717,0.157,1
CC-00503,2000,True,False,True,0.549,0.15,0
CC-00504,200,True,True,True,0.562,0.616,1
CC-00505,2000,True,True,False,0.441,0.078,1
CC-00506,2000,False,False,True,0.712,0.414,1
CC-00507,200,True,True,False,0.658,0.893,0
CC-00508,500,True,True,False,0.562,0.507,0
CC-00509,500,True,True,False,0.73,0.968,1
CC-00510,100,True,True,True,0.416,0.801,0
CC-00511,100,True,True,True,0.668,0.44,0
CC-00512,2000,True,True,False,0.369,0.074,0
CC-00513,200,False,True,False,0.389,0.013,0
CC-00514,500,True,True,True,0.6,0.151,0
CC-00515,200,True,True,True,0.331,0.961,0
CC-00516,100,False,True,False,0.418,0.158,0
CC-00517,2000,False,True,False,0.476,0.55,0
CC-00518,200,True,True,True,0.763,0.596,0
CC-00519,100,False,True,True,0.556,0.784,0
CC-00520,100,False,False,True,0.595,0.9,0
CC-00521,500,False,True,False,0.548,0.15,1
CC-00522,100,True,True,True,0.383,0.193,0
CC-00523,2000,True,False,True,0.732,0.217,1
CC-00524,2000,False,True,True,0.41,0.25,1
CC-00525,2000,True,True,True,0.647,0.11,0
CC-00526,100,True,True,True,0.3,0.948,0
CC-00527,200,True,True,True,0.314,0.985,0
CC-00528,200,True,True,True,0.683,0.039,0
CC-00529,200,True,True,True,0.65,0.189,0
CC-00530,100,True,True,True,0.773,0.05,1
CC-00531,500,False,False,True,0.368,0.572,1
CC-00532,500,True,True,True,0.738,0.222,0
CC-00533,100,True,True,True,0.489,0.627,1
CC-00534,100,False,True,True,0.325,0.9,1
CC-00535,200,False,False,True,0.511,0.556,0
CC-00536,500,True,True,True,0.532,0.01,1
CC-00537,100,True,True,True,0.79,0.729,0
CC-00538,500,True,True,True,0.732,0.37,1
CC-00539,200,True,True,True,0.358,0.608,0
CC-00540,2000,True,True,True,0.4,0.727,1
CC-00541,100,True,False,False,0.488,0.739,0
CC-00542,100,True,True,True,0.601,0.021,0
CC-00543,200,True,False,False,0.492,0.904,1
CC-00544,200,False,True,True,0.598,0.868,0
CC-00545,100,True,True,True,0.37,0.452,1
CC-00546,200,True,True,True,0.486,0.73,0
CC-00547,200,True,False,True,0.652,0.013,0
CC-00548,500,True,False,True,0.586,0.33,1
CC-00549,2000,True,False,True,0.489,0.387,0
CC-00550,2000,False,False,True,0.602,0.997,1
CC-00551,200,False,True,True,0.61,0.049,1
CC-00552,200,True,True,True,0.41,0.533,0
CC-00553,200,False,True,False,0.306,0.878,0
CC-00554,200,True,True,True,0.56,0.118,0
CC-00555,200,False,True,True,0.675,0.872,0
CC-00556,500,False,True,True,0.341,0.374,0
CC-00557,2000,False,True,True,0.332,0.225,1
CC-00558,200,False,True,True,0.342,0.505,0
CC-00559,2000,True,True,True,0.475,0.721,1
CC-00560,2000,True,True,True,0.765,0.175,1
CC-00561,100,True,True,True,0.58,0.486,0
CC-00562,500,True,False,False,0.451,0.95,0
CC-00563,200,True,True,True,0.529,0.516,1
CC-00564,500,True,True,True,0.403,0.562,0
CC-00565,100,True,False,True,0.539,0.49,1
CC-00566,2000,True,True,False,0.698,0.499,0
CC-00567,2000,True,False,True,0.315,0.037,1
CC-00568,200,False,True,False,0.319,0.699,0
CC-00569,100,True,True,True,0.475,0.415,0
CC-00570,200,False,True,True,0.385,0.555,1
CC-00571,200,True,True,True,0.398,0.763,0
CC-00572,500,True,False,True,0.581,0.291,0
CC-00573,100,False,True,True,0.643,0.893,1
